;Con;Contp;PP;Reg;AgtId;Agt;Dat;Status;Lgt;N_characters;Agtp;Stage;StageSub;ThrdPart;OthAgr;Loc1ISO;Loc2ISO;UcdpCon;UcdpAgr;CowWar;GeWom;GeMe;GeMeOth;GeSo;GeLgbti;GeFa;HrGen;EqGen;HrDem;Prot;HrFra;HrCp;HrNi;HrMob;HrMob;HrDet;Med;HrCit
887;Liberia;Government;75.0;Africa (excl MENA);1310;Decision A/DEC.2/11/90 relating to the Adoption of an Ecowas Peace Plan for Liberia and the Entire West African Sub-region (Ecowas Peace Plan);1990-11-28;Unilateral document;1;2570;InterIntra;SubPar;MultIss;;"Page 1, Untitled Preamble, para 2: RECALLING Decision A/DEC.9/5/90 of 30 May, 1990 of the Authority of Heads of State and Government relating to the creation of the Community Standing Mediation Committee;

Page 1, Untitled Preamble, para 3: CONSIDERING the recommendation of the Community Standing Mediation Committee made at its second session held at Bamako on 26 and 27 November, 1990 relating to the adoption of an ECOWAS Peace Plan for Liberia and the entire West African sub-region;";LBR;;341;;860.0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
888;Liberia;Government;75.0;Africa (excl MENA);1311;Decision A/DEC.3/11/90 relating to the Conclusion of an Agreement on the Status of the ECOWAS Cesaefire Monitoring Group (ECOMOG) between the Community and the Interim Government of the Republic of Liberia (Ecowas Peace Plan);1990-11-28;Unilateral document;1;2132;InterIntra;Pre;Proc;;"Page 1, Untitled Preamble, para 2: RECALLING Decision A/DEC 9/5/90 of 30 May, 1990 of the Authority of Heads of State and Government on the establishment of the Community Standing Mediation Committee;

Page 1, Untitled Preamble, para 3: AWARE of Decision A/DEC.1/8/90 of 7 August, 1990 of the Community Standing Mediation Committee on the ceasefire and the institution of an ECOWAS Ceasefire Monitoring Group (ECOMOG) in Liberia;

Page 1, Untitled Preamble, para 4: AWARE also of Decision A/DEC.2/8/90 of 7 August, 1990 of the Community Standing Mediation Committee relating to the formation of an Interim Government in the Republic of Liberia;

Page 1, Untitled Preamble, para 5: CONSIDERING the need for ECOWAS to define, in agreement with the Interim Government set up in Liberia, the status of the ECOWAS Ceasefire Monitoring Group (ECOMOG) in order to allow ECOMOG to carry out Its operations throughout Liberian territory under the conditions stipulated in Decision A/DEC.1/8/90 of 7 August 1990 quoted above;

Page 1, ARTICLE 2: The status of ECOMOG in Liberia shall be defined in accordance with the provisions of Decision A/DEC.1/8/90 of the Community Standing Mediation Committee dated 7 August 1990.";LBR;;341;;860.0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
889;Liberia;Government;75.0;Africa (excl MENA);635;Agreement on Cessation of Hostiliities and Peaceful Settlement of Conflict in Liberia (Banjul III Agreement);1990-10-24;Multiparty signed/agreed;2;5122;Intra;Cea;Ceas;"Witnessed by: [signature illegible]
Chairman, Ministerial Meeting of the ECOWAS Standing Mediation Committee
[presumed to be H.E Alhaji Sir Dawda Kairaba Jawara, President of The Gambia]
";;LBR;;341;1301.0;860.0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0
890;Liberia;Government;75.0;Africa (excl MENA);1308;Decision A/DEC.4/8/90 on the establishment of an ECOWAS Observer Group for Presidential and General Elections in the Republic of Liberia (Ecowas Peace Plan);1990-08-07;Unilateral document;1;1862;InterIntra;Imp;ImpMod;;"Page 1, Untitled Preamble, para 2: MINDFUL of Decision A/DEC.9/5/90 of the ECOWAS Authority of Heads of State and Government dated 30 May 1990 relating to the creation of a Community Standing Mediation Committee;";LBR;;341;;860.0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1
891;Liberia;Government;75.0;Africa (excl MENA);1305;Decision A/DEC.1/8/90 on the Ceasefire and Establishment of an ECOWAS Ceasefire Monitoring Group for Liberia (ECOWAS Peace Plan);1990-08-07;Unilateral document;3;6251;InterIntra;Cea;Ceas;;"Page 1, Untitled Preamble, para 2: MINDFUL of Decision A/DEC.9/5/90 of 30 May 1990 of the ECOWAS Authority of Heads of State and Government on the creation of a Community Standing Mediation Committee;

Page 2, ARTICLE III: FINANCE OF THE OPERATIONS: All expenses relating to the operations of the Ceasefire Monitoring Group shall be drawn from the Special Emergency Fund created by Decision A/DEC.3/8/90 of the ECOWAS Standing Mediation Committee.";LBR;;341;;860.0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1
892;Liberia;Government;75.0;Africa (excl MENA);1306;Decision A/DEC.2/8/90 on the Constitution of an Interim Government in the Republic of Liberia (Ecowas Peace Plan);1990-08-07;Multiparty signed/agreed;1;2290;InterIntra;Pre;Prin;;"Page 1, Untitled Preamble, Para 2: MINDFUL of Decision A/DEC.9/5/90 of 30 May 1990 of the ECOWAS Authority of Heads of State and Government relating to the creation of an ECOWAS standing Mediation Committee;

Page 1, Untitled Preamble, Para 3: MINDFUL of Decision A/DEC.1/8/90 of 7 August 1990 on the constitution of an ECOWAS Ceasefire Monitoring Group for Liberia;";LBR;;341;;860.0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1
893;Liberia;Government;75.0;Africa (excl MENA);1307;Decision A/DEC.3/8/90 on the Establishment of a Special Emergency Fund for ECOWAS Operations in the Republic of Liberia (Ecowas Peace Plan);1990-08-07;Unilateral document;1;2511;InterIntra;Cea;Rel;;"Page 1, Untitled Preamble, para 2: MINDFUL of Decision A/DEC.9/5/90 of the Authority of 30 May. 1990 relating to the creation of a Community Standing Mediation Committee;";LBR;;341;;860.0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
894;Libya;Inter-group;78.0;Middle East and North Africa;2217;Tarhunah Ceasefire;2019-01-22;Multiparty signed/agreed;1;3003;IntraLocal;Cea;CeaMix;;"Page 1, 

The Tarhunah Tribal Dignitaries Council has followed the efforts by the delegation of the Social Council of the Warfalla Tribes and good people from the Greater Tripoli area with regards to the events taking place in south Tripoli.";LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
895;Libya;Government;76.0;Middle East and North Africa;2230;Palermo Conference for and with Libya, Conclusions;2018-11-13;Multiparty signed/agreed;3;8876;InterIntra;Pre;Prin;UN Special Representative of the Secretary General Ghassan Salamé stated to be present;"Page 1, 
Participants,
...
-­‐ Recalling the December 17, 2015 Libyan Political Agreement (LPA) which remains the only viable framework to pursue an inclusive and sustainable path towards the stabilization of Libya;
-­‐ Reaffirming their endorsement of and full support for the United Nations Action Plan for Libya and to the tireless efforts of the Special  Representative  of  the  Secretary-­‐General  (SRSG)  Ghassan Salamé;";;;11346;;;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0
896;Libya;Inter-group;76.0;Middle East and North Africa;2143;Ceasefire in Southern Tripoli;2018-09-28;Unilateral document;1;1202;IntraLocal;Cea;Ceas;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
897;Libya;Inter-group;78.0;Middle East and North Africa;2229;"Meeting Minutes
";2018-09-23;Multiparty signed/agreed;1;2351;IntraLocal;Imp;ImpOth;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
898;Libya;Government;76.0;Middle East and North Africa;2216;Agreement [Ceasefire between Tripoli and Tarhounah];2018-09-21;Multiparty signed/agreed;3;9732;IntraLocal;Cea;Ceas;"Attended by:
1.	Mr. Abu Baker Miftah Al Abani
2.	Muhammad Al Sayeh Al Busaifi
3.	Brig. Gen. Muhammad Ali Al Bakoush

Sponsored by the Minister of Interior, Brig. Gen. Abdulsalam Mustafa Ashour
";"Zawiyah Agreement; statement by the Minister of Interior, followed by a statement from the city of Tarhuna confirming its adherence to the ceasefire, then a statement from the city of Tripoli confirming the ceasefire";LBY;;11346;;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;2;0
899;Libya;Government;76.0;Middle East and North Africa;2136;Agreement to Consolidate the Ceasefire (Zawiyya Agreement);2018-09-09;Multiparty signed/agreed;3;5844;IntraLocal;Imp;ImpMod;United Nations Support Mission to Libya (UNSMIL);"Tripoli Ceasefire 4.09/.2018 ""Based on the ceasefire agreement that was signed on September 4th.""";LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
900;Libya;Inter-group;78.0;Middle East and North Africa;2224;Pledge of Reconciliation and Cooperation between the Family and Friends in the Area of Tajoura and Souk Jumaa;2018-09-07;Multiparty signed/agreed;1;1473;IntraLocal;SubPar;MultIss;;;LBY;;11346;;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
901;Libya;Government;76.0;Middle East and North Africa;2175;Ceasefire Agreement (Zawiyya Agreement);2018-09-04;Multiparty signed/agreed;1;1497;IntraLocal;Cea;Ceas;"""Signed under the auspices of Special Representative of the Secretary-General in Libya Dr. Ghassan Salame"" [according to UNSMIL Statement]";;LBY;;11346;;;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0
902;Libya;Inter-group;78.0;Middle East and North Africa;2137;Sabha Ceasefire Statement;2018-07-05;Unilateral document;1;694;IntraLocal;Cea;Rel;;" - 07/04/2018 Statement from The Supreme Council of the Tribes and Cities of Fezzan calling for a Ceasefire
 - 09/04/2018 Statement by the Council of Tebu Tribes to Coordinate and End the Crisis in Sabha";LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
903;Libya;Government;76.0;Middle East and North Africa;2138;Political Statement on the Matter of Libya;2018-05-29;Multiparty signed/agreed;2;5710;Intra;Pre;Prin;Sponsorship of the UN;"Libyan Political Agreement; accordance with the comprehensive political roadmap that was put forth by the United Nations on 20 December 2017; ";LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
904;Libya;Inter-group;78.0;Middle East and North Africa;2140;Agreement for Peaceful Coexistence [between Tebu and Awlad Sulayman in Sabha];2018-05-13;Multiparty signed/agreed;2;2550;IntraLocal;Pre;Prin;"Certified by Local Affairs in the Hajarah Area
[Seal of the Council of Dignitaries of the Hajarah Area]
[Seal of Mukhtar Mahsanah Hajarah, Ministry of Local Administration]";;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
905;Libya;Inter-group;78.0;Middle East and North Africa;2223;Pledge of Reconciliation Between the Cities of Zawiyyah and al-Zintan;2018-05-10;Multiparty signed/agreed;3;4941;IntraLocal;SubPar;MultIss;;"1.	Reiterating what was stated in the closing statement that was issued by the first meeting in Al Zintan between the two cities, which was held on 17 April 2018
";LBY;;11346;;;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0
906;Libya;Inter-group;78.0;Middle East and North Africa;2141;"Pledge and Reconciliation Charter Between the Cities of Misrata and Zintan
";2018-04-26;Multiparty signed/agreed;2;7591;IntraLocal;SubPar;MultIss;;;LBY;;11346;;;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1
907;Libya;Inter-group;78.0;Middle East and North Africa;2221;Closing statement from the reconciliation meeting between Zintan and Zawiyya;2018-04-17;Multiparty signed/agreed;1;1800;IntraLocal;SubPar;MultIss;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
908;Libya;Inter-group;78.0;Middle East and North Africa;2102;Statement by the Council of Tebu Tribes to Coordinate and End the Crisis in Sabha;2018-04-09;Unilateral document;1;1119;IntraLocal;Cea;Ceas;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
909;Libya;Inter-group;78.0;Middle East and North Africa;2139;Statement from The Supreme Council of the Tribes and Cities of Fezzan calling for a Ceasefire;2018-04-07;Multiparty signed/agreed;1;2755;IntraLocal;Cea;Rel;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
910;Libya;Inter-group;78.0;Middle East and North Africa;2142;Statement of the Fezzan Forum for Libya;2018-02-20;Multiparty signed/agreed;2;5115;IntraLocal;SubPar;MultIss;;;LBY;;11346;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
911;Libya;Government;76.0;Middle East and North Africa;2012;Joint Declaration (Paris);2017-07-15;Multiparty signed/agreed;2;4171;Intra;Pre;PreMix;"Jean-Michel Frédéric Macron, President of France (Mediator);
Ghassan Salamé, Special Representative of the United Nations Secretary‐General for Libya";"Page 1, 4. We are determined, supported by the impartial work of the Special Representative of the United Nations Secretary‐General, to make effective the Libyan Political Agreement of 17 December 2015 and to continue political dialogue building on the Abu Dhabi meeting of 3 May 2017.
";LBY;;11346;;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
912;Libya;Inter-group;78.0;Middle East and North Africa;1955;Reconciliation Agreement between the Zintan and Mashashiyya Tribes;2017-05-18;Multiparty signed/agreed;2;4433;IntraLocal;SubPar;MultIss;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
913;Libya;Inter-group;78.0;Middle East and North Africa;2222;Final Agreement between Zintan and Mashashiyya;2017-05-18;Multiparty signed/agreed;2;4737;IntraLocal;SubPar;MultIss;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
914;Libya;Inter-group;78.0;Middle East and North Africa;1954;Reconciliation Agreement between Tebu and Awlad Sulaymen;2017-03-29;Multiparty signed/agreed;2;3447;IntraLocal;SubPar;MultIss;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
915;Libya;Government;76.0;Middle East and North Africa;1952;Statement on the Current Events in the Capital Tripoli;2017-03-15;Multiparty signed/agreed;1;1954;IntraLocal;Cea;Ceas;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916;Libya;Inter-group;78.0;Middle East and North Africa;1951;Points of Initial Agreement (Abu Salim Ceasefire);2017-02-25;Multiparty signed/agreed;1;1989;IntraLocal;Cea;Ceas;In attendance was H.E. the Minister of Defence and H.E. the Minister of Health, the  Director of Operations, the Head of the Presidential Guard and his assistants, the Director of Security for Tripoli, Leaders of Tripoli, Tawjura, Ayan Tarhounah, Gharyan, and the High Council for Reconciliation in Greater Tripoli.;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917;Libya;Inter-group;78.0;Middle East and North Africa;1953;"Agreement of Social Honour for the Tribes of Tarhūnah, and the Tribes of Ghriyān, Mashāshiyyah, al-Qal’ah, Yafrin, Jādū, Kābāw, Nālūt and Wāzin
";2017-02-08;Multiparty signed/agreed;2;8434;IntraLocal;SubPar;MultIss;;;LBY;;11346;;;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
918;Libya;Government;76.0;Middle East and North Africa;2011;Consultation Meeting for the Libyan Political Dialogue (Hammamet Agreement);2017-01-24;Multiparty signed/agreed;2;3974;Intra;Imp;ExtSub;;"In response to this … the members of the Political Dialogue parties initiated a continuity to hold a consultative meeting, the first one held in Ghadames in 18/01/2017 during which paths were researched to address obstacles [to] implementing the Political Agreement.
";LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
919;Libya;Inter-group;78.0;Middle East and North Africa;2079;Accord and Peaceful Coexistence Document Between the Al Qadhadhfa Tribe and the Awlad Sulayman Tribe;2016-12-04;Multiparty signed/agreed;2;6414;IntraLocal;Cea;CeaMix;Mediators: a delegation from the Warfalla Bani Walid, a delegation from the Barqah (Cyrenaica) tribes, a delegation from the dignitaries of the Friday Market, prominent figures from the middle region, a delegation from Tarhuna, and a delegation from Zintan;second agreement, which was signed between the two sides on 25/11/2016;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0
920;Libya;Inter-group;78.0;Middle East and North Africa;1973;"Minutes of Misrata-Tawagha Agreement on the Return of Displaced Persons and Compensation for those Affected
";2016-08-31;Multiparty signed/agreed;5;11734;IntraLocal;SubPar;MultIss;Ratification of the Libyan State  Name/ Signature/ Date/ [No signature];"statement and sheikhs of the people of the tribes of Tawagha, the tribes that inhabit them and the Provisional Facilitation Council of the city of Tawagha - dated 23 February 2012;  road map dated 18 December 2015; on the meeting of the Deferred Security Arrangements held on 8 December 2015";LBY;;11346;;;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;2;0
921;Libya;Inter-group;78.0;Middle East and North Africa;2078;Fezzan Humanitarian Agreement;2016-06-16;Status unclear;1;2392;IntraLocal;Pre;Conf;"The Community of Sant'Egidio [signed];
[11 additional signatories]";;LBY;;11346;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
922;Libya;Inter-group;76.0;Middle East and North Africa;2013;"Joint declaration of the representatives of Touareg and Tebou tribes in 4 points supporting the Presidency Council of the Government of National Agreement which recently took office in Tripoli
";2016-04-21;Multiparty signed/agreed;2;2469;IntraLocal;Pre;PreOth;Sant'Egidio;in the documents signed in Doha on the 22 November 2015 and in Rome on the 28 November 2015;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
923;Libya;Inter-group;78.0;Middle East and North Africa;1566;Humanitarian Appeal for Benghazi;2016-03-16;Multiparty signed/agreed;2;20032;IntraLocal;Pre;PreOth;;;LBY;;11346;;;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
924;Libya;Inter-group;78.0;Middle East and North Africa;1956;Draft agreement of Western Tribal elders on the battle of al-Zawiyya;2016-01-31;Multiparty signed/agreed;1;1205;IntraLocal;Cea;Ceas;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
925;Libya;Government;76.0;Middle East and North Africa;1370;Libyan Political Agreement (Sukhairat Agreement);2015-12-17;Multiparty signed/agreed;31;86010;Intra;SubComp;FrCons;;Constitutional Declaration (attached see page 21).;LBY;;11346;;;1;0;0;0;0;0;1;2;1;3;2;1;1;1;1;1;3;1
926;Libya;Government;78.0;Middle East and North Africa;1512;Minutes of the Disengagement Agreement and Truce between the areas of Warshafānah and al-Zāwiyyah ;2015-11-12;Multiparty signed/agreed;2;4235;IntraLocal;Cea;Rel;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
927;Libya;Government;76.0;Middle East and North Africa;1427;Statement by Libya Dialogue Participants, Skhirat, Morocco;2015-07-02;Multiparty signed/agreed;2;4000;Intra;Pre;PreOth;Special Representative of the Secretary General and the United Nations Support Mission in Libya;Libyan Agreement (July 2015);LBY;;11346;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
928;Libya;Inter-group;78.0;Middle East and North Africa;2219;Pledge of Agreement and Peaceful Coexistence Between Zintan and Zuwara;2015-06-29;Multiparty signed/agreed;2;3543;IntraLocal;Cea;Ceas;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
929;Libya;Inter-group;78.0;Middle East and North Africa;2220;"Agreement to stop the bloodshed and open the door to dialogue in the Western Region
";2015-06-16;Multiparty signed/agreed;2;4657;IntraLocal;Cea;Ceas;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
930;Libya;Inter-group;78.0;Middle East and North Africa;1892;"Statement by the Martyrs Brigade in Zawiyat al-Mahjoub regarding the ceasefire agreement in Aziziyyah and the latest developments in and near Tripoli
";2015-04-26;Multiparty signed/agreed;2;2286;IntraLocal;Cea;Ceas;;;LBY;;11346;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
931;Libya;Inter-group;78.0;Middle East and North Africa;2076;Final Communique: Comprehensive Dialogue for Calm and Peace in the Nafusa Mountains;2015-03-19;Status unclear;2;4068;IntraLocal;Pre;PreOth;;;LBY;;11346;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
932;Libya;Inter-group;46.0;Middle East and North Africa;728;Draft Constitutional Charter for the Transitional Stage: The Constitutional Declaration;2011-08-03;Agreement with subsequent status;11;21252;Intra;SubComp;FrCons;;;LBY;;11346;;;1;1;1;0;0;1;1;2;1;1;0;1;0;0;0;0;2;0
933;Macedonia;Government;151.0;Europe and Eurasia;381;Framework Agreement (The Ohrid Agreement);2001-08-13;Multiparty signed/agreed;11;36117;Intra;SubComp;FrAg;"Witnessed by: Francios Leotard, Special Representative of the European Union; James W. Pardew, Special Representative of the United States of America ";;MKD;GRC;417;1098.0;;0;0;0;0;0;0;1;3;1;3;2;1;2;0;0;0;1;1
934;Madagascar;Government;79.0;Africa (excl MENA);768;Roadmap for Ending the Crisis in Madagascar - Commitments by Malagasy Political Stakeholders;2011-09-13;Multiparty signed/agreed;6;16066;Intra;SubPar;MultIss;;;MDG;;;;;1;0;0;0;0;0;1;1;0;0;3;0;0;0;0;0;2;1
935;Madagascar;Government;79.0;Africa (excl MENA);833;Acte Additionnel d’Addis Abéba, à la Charte de la Transition Malgache;2009-11-06;Multiparty signed/agreed;7;8958;Intra;Imp;ImpMod;"Ont signe comme témoins:
Pour l'Union Africaine
Ablasse Ouedraogo

Pour la SADC
Joaquim Chissano, chef de l'Equipe Conjointe de Médiation pour Madagascar

Pour l'Organisation Internationale de la Francophonie
Edem Kodjo

Pour les Nations Unies
Tiébilé Dramé";"Page 1, Untitled Preamble
The leaders of the Madagascar political parties, meeting in Addis Ababa from November 3 to 6, 2009, have solemnly reaffirmed their complete adherence to the Political Agreement, the Transitional Charter, and the subsequent agreements signed at Maputo in Mozambique on August 9, 2009.

Page 1, Untitled Preamble
... They have undertaken to implement the Maputo agreements, in particular the Political Agreement and the Transitional Charter, which they consider to be the only framework for resolution of the Malagasy political crisis.

Page 1, I. TRANSITIONAL INSTITUTIONS, Article 2
The remit of the Transitional President shall be as foreseen in the Transitional Charter. It shall be carried out by the Transitional President, assisted by the two Co-Presidents of the Presidential Council.

Page 2, II. TRANSITION OBJECTIVES, Article 5
The Party Leaders have reaffirmed their attachment to the Transition objectives as defined in the Transitional Charter, without prejudicing the possibility of revision of national and international agreements by the Transitional Congress or the National Transitional Council

Page 3, III. ORGANISATION OF AND PARTICIPATION IN ELECTIONS, Article 8
- To speed up preparations for the elections, party leaders request that the International Community organises as soon as possible the expert electoral advisory mission foreseen in article 6 of the Maputo Political Agreement and article 33 of the Transitional Charter.

Page 6, V. IMPLEMENTATION OF THE AGREEMENTS AND THE MONITORING MECHANISM, Article 11
The leaders of the Madagascar political parties shall undertake to implement fully all the terms of each of the agreements signed at Maputo (Political Agreement, Transitional Charter and subsequent agreements), as well as the contents of this additional act.

Page 7, V. IMPLEMENTATION OF THE AGREEMENTS AND THE MONITORING MECHANISM, Article 12
They shall ask the UA, to together with SADC, OIF and the UN to set up a mechanism to monitor implementation of the Transitional Charter, the agreements and the present additional act.

Page 7, V. IMPLEMENTATION OF THE AGREEMENTS AND THE MONITORING MECHANISM, Article Article 13
- In accordance with articles 20 and 21 of the Maputo Political Agreement, and articles 36 and 37 of the Transitional Charter, the institutions represented by the members of the Joint Mediation Team are the guarantors of the effective implementation of the agreements.";MDG;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
936;Madagascar;Government;79.0;Africa (excl MENA);834;Annexe 1 Adhésion à la Charte Nationale de Transition;2009-08-22;Multiparty signed/agreed;2;2764;Intra;Imp;ExtPar;"Ont signe comme temoins: (Witnesses)
Pour la SADC: Joaquim Chissano;
Pour l'Organisation Internationale de la Francophonie: Edem Kodjo;";"Page 1, Untitled Preamble
The leaders of the political parties of Madagascar, after signing the Maputo Political Agreement and related documents, namely the:
- Maputo Political Agreement
- Transitional Charter
- Charter of Values
- Agreement on the annulment of charges related to the events of 2002
- Agreement on the annulment of charges against politicians, civilians and military personnel from the Ravalomanana regime,

Page 1,
... Considering the unanimous support which has developed for the Maputo Political Agreement and the Mediation Process under the auspices of the African Union (Union Africaine, UA) , led by His Excellency Mr Joaquim Alberto CHISSANO, former President of the Republic of Mozambique and Head of the Madagascar Joint Mediation Team, which included the special envoys of the UA Ablassé OUERRAOGO, of the South African Development Community (Communauté de Développement de l’Afrique Australe, SADC) Joaquim CHISSANO, of the International Organisation of La Francophonie (l’Organisation International de la Francophonie, OIF) Edem KODOJO, and of the United Nations (UN) Tebilé DRAME, in order to rapidly restore constitutional law, based on reconciliation and peace, 

Page 2,
... Recognising the key role of the National Transitional Charter in the collective effort to establish lasting peace and stability in Madagascar, based on values and principles, and a collective determination to mobilise efforts at the national, regional, sub-regional and international levels to restore constitutional order in Madagascar, to recognise the deterioration in the economic situation, and to mitigate the negative effects of the socio-political crisis in our country,

Page 2,
... Conscious of the need to support the National Transitional Charter above all during its implementation, and within the framework of inclusive dialogue, and of the importance of its adoption by the Malagasy people,

Page 2,
... Conscious of the provisions of Section X of Article 46 of the Charter which states that the representatives of all the living forces of the Malagasy People (religious faiths, trade unions, the armed and security forces, businesses and organisations representing civil society) shall be invited to adhere to the present Transitional Charter, 

Page 2,
... Hereby accede to the National Transitional Charter signed at Maputo, Republic of Mozambique, August 10, 2009. ";MDG;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
937;Madagascar;Government;79.0;Africa (excl MENA);836;Charte de la Transition;2009-08-09;Multiparty signed/agreed;18;25541;Intra;SubComp;FrCons;"Ont signe comme témoins:
Pour l'Union Africaine
Ablasse Ouedraogo

Pour la SADC
Joaquim Chissano, chef de l'Equipe Conjointe de Médiation pour Madagascar

Pour l'Organisation Internationale de la Francophonie
Edem Kodjo

Pour les Nations Unies
Tiébilé Dramé";;MDG;;;;;0;0;0;0;0;0;1;0;2;0;2;1;0;0;0;0;1;0
938;Madagascar;Government;79.0;Africa (excl MENA);835;Charte des Valeurs;2009-08-09;Multiparty signed/agreed;1;1032;Intra;SubPar;MultIss;"Page 1, Untitled Preamble
Within the framework of the mandate of the Joint Mediation Team for Madagascar under the auspices of the African Union, SADC, OIF and the United Nations, ";"Page 1, Untitled Preamble
We, the four leaders, meeting at the Joaquim Chissano International Conference Centre in Maputo, Mozambique, from August 5 to 8, 2009, have decided to sign the present Charter of Values and undertake to respect its fundamental principles and to promote, during the negotiations and during the period of Transition, in particular:
... 4. Respect for promises made";MDG;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
939;Madagascar;Government;79.0;Africa (excl MENA);837;Accord N°1 de Maputo sur l’Annulation des Charges Relatives aux Evènements de 2002 à Madagascar;2009-08-08;Multiparty signed/agreed;1;1135;Intra;Imp;ExtSub;"Ont signe comme témoins:
Pour l'Union Africaine
Ablasse Ouedraogo

Pour la SADC
Joaquim Chissano, chef de l'Equipe Conjointe de Médiation pour Madagascar

Page 1, Untitled Preamble
Within the framework of the Joint Mediation Team for Madagascar, under the auspices of the African Union, SADC, OIF and the United Nations,";;MDG;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
940;Madagascar;Government;79.0;Africa (excl MENA);839;Accord N°3 de Maputo sur l’Annulation des Poursuites et des Condamnations Prononcées contre des Personnalités Politiques, Civiles ou Militaires durant le Regime Ravalomanana;2009-08-08;Multiparty signed/agreed;1;1446;Intra;Imp;ExtSub;"Ont signe comme témoins:
Pour l'Union Africaine
Ablasse Ouedraogo

Pour la SADC
Joaquim Chissano, chef de l'Equipe Conjointe de Médiation pour Madagascar

Pour l'Organisation Internationale de la Francophonie
Edem Kodjo

Pour les Nations Unies
Tiébilé Dramé

Page 1, Untitled Preamble
Within the framework of the Joint Mediation Team for Madagascar, under the auspices of the African Union, SADC, OIF and the United Nations,";;MDG;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
